,logFC,logCPM,PValue,FDR
YGL144C,-0.077979769,4.868077293,0.775082235,0.843354465
YIL071C,-0.05408862,4.973368821,0.775333042,0.843472257
YGR003W,0.07445549,4.438227988,0.775535086,0.843536967
YEL016C,-0.057339919,5.548227177,0.776301695,0.844215609
YDR347W,0.041034099,6.32736785,0.777705254,0.845476178
YCR053W,0.023175335,8.638424903,0.777746634,0.845476178
YOR025W,0.04803298,5.74217907,0.778883572,0.846515666
YJL014W,0.022797334,8.32702036,0.778988981,0.846515666
YNR029C,0.035222729,5.903692048,0.779259443,0.846567783
YKL003C,0.046312692,5.249835366,0.779323088,0.846567783
YML046W,-0.067591432,5.061190159,0.780209288,0.847374882
YGR035W-A,-0.115806665,3.359483872,0.780478423,0.847381692
YLR090W,-0.032730879,6.269437435,0.780518679,0.847381692
YJR141W,-0.067468852,5.040867733,0.780651164,0.847381692
YDR440W,-0.05308167,5.452607998,0.780788404,0.847381692
YGR118W,0.024937598,9.998952583,0.782358586,0.848930085
YNR036C,-0.026705737,7.736526954,0.782727029,0.849127975
YIR021W-A,0.497665784,1.203658916,0.782827971,0.849127975
YIR013C,0.492600249,1.204207805,0.783036669,0.849198675
YAL060W,-0.034556393,7.546836763,0.783573163,0.849558248
YHR119W,0.031954776,5.875577225,0.783655386,0.849558248
YDR462W,0.041205934,5.521943082,0.785083936,0.850704638
YER015W,0.069086915,4.972545094,0.785091477,0.850704638
YHR056C,-0.056728468,5.598945675,0.785144166,0.850704638
YPR189W,0.035720441,6.090191776,0.785663097,0.851111048
YGR075C,0.05605986,4.839860525,0.789081102,0.854531146
YDR524C,-0.057105963,5.874698592,0.789109039,0.854531146
YBL079W,-0.043189246,6.314265169,0.789624049,0.854874662
YKL218C,0.064296895,6.008442201,0.789715211,0.854874662
YLL010C,0.034404591,6.405953592,0.790047869,0.855078332
YML097C,0.067571761,4.700012752,0.791179087,0.85614606
YKL087C,0.044248003,5.952098483,0.791471772,0.856306176
YDL248W,-0.058065966,5.175750316,0.792226351,0.856965872
YBR130C,0.057164911,6.206714718,0.792833938,0.857403798
YGR279C,0.028222385,8.98993016,0.793006343,0.857403798
YCL026C-A,0.219566183,2.076569597,0.79306591,0.857403798
YPL128C,0.05044366,5.069713505,0.794069777,0.858332274
YDR001C,-0.023930489,7.999623171,0.794219528,0.858337342
YNL256W,0.047571806,6.051703784,0.794425186,0.858402817
YDR439W,0.055224275,4.752516414,0.796160826,0.860121162
YJR007W,0.032463487,7.432515779,0.796309112,0.860124318
YJL197W,-0.041096896,6.6095933,0.797653001,0.861418654
YIL067C,0.039895725,6.441509576,0.798768667,0.862466096
YPL210C,0.040164431,6.692942911,0.798973811,0.862530202
YHL049C,-0.387793833,1.20741086,0.800276196,0.863640837
YMR117C,0.115373009,2.769678945,0.800294526,0.863640837
YOR163W,0.038856754,6.220325871,0.801013124,0.86425869
YCR077C,-0.025294153,7.784940455,0.801998577,0.865047408
YOR205C,0.055201389,4.777204119,0.802036519,0.865047408
YBR196C-A,0.365340446,1.280528538,0.802316812,0.865192014
YGR165W,-0.0414032,5.625425984,0.802851498,0.865610844
YLL031C,0.032677241,6.448240874,0.804876521,0.867636068
YBR133C,0.031083793,6.126222146,0.805223139,0.867851606
YGR143W,0.02632578,7.150536243,0.806219763,0.868767499
YJL025W,0.075437277,3.749327913,0.80688809,0.869329356
YLR195C,0.03199117,6.337199325,0.807633368,0.869973901
YER122C,-0.030982781,7.677770945,0.807974926,0.870183407
YGR191W,-0.031821908,7.293985411,0.808851919,0.870969391
YPR116W,0.185149484,2.35576297,0.809210509,0.871196976
YPL181W,-0.025942704,7.046599468,0.809396452,0.871238641
YDL239C,-0.069026187,4.331713788,0.809758272,0.871331532
YIL085C,0.028146021,6.726029466,0.809777268,0.871331532
YGR105W,-0.035146475,5.96221235,0.810920246,0.872402744
YDR261C,-0.028206734,6.789170933,0.811875963,0.873261063
YML130C,0.030271063,6.701303886,0.812013245,0.873261063
YDR198C,-0.053353328,4.478345197,0.813021381,0.874186355
YGR001C,0.029475104,5.713603862,0.813564664,0.874611576
YGR017W,0.03204386,6.40378981,0.813717568,0.874617048
YCR068W,0.05559229,5.654678332,0.814177449,0.87495241
YFL052W,0.05656434,4.465613754,0.814469375,0.875107189
YPL145C,-0.030751338,7.191143027,0.816494017,0.877123293
YMR230W-A,-0.259470525,2.160914711,0.816921705,0.877360633
YHR209W,-0.03243592,5.845309372,0.817011507,0.877360633
YGR171C,0.045354718,4.791332427,0.818471306,0.878768774
YKL070W,0.075673153,3.986020917,0.818644092,0.878794828
YOR242C,0.112764652,2.31473345,0.821123039,0.881296032
YKL138C,0.046422649,5.182430873,0.82202107,0.882099868
YPL279C,0.120460083,3.683733474,0.822452769,0.882403089
YNL063W,0.042204971,5.077928913,0.822807085,0.882623191
YLR143W,0.035237838,5.412809878,0.82327466,0.882964685
YOL139C,-0.023140084,8.627355325,0.823507745,0.8830257
YPL283C,-0.056138461,5.483660242,0.823755725,0.8830257
YGR296W,-0.056135817,5.483660242,0.823779257,0.8830257
YPL209C,0.107682553,3.351336735,0.824413446,0.883545437
YCL040W,-0.034446963,11.27348063,0.825093803,0.883973435
YMR318C,-0.020186603,8.696304775,0.82511159,0.883973435
YPL166W,0.076138236,3.953596097,0.826449469,0.885246472
YBL051C,-0.026360215,7.184716504,0.827220555,0.885900473
YMR125W,0.03280633,6.737491197,0.827359475,0.885900473
YNL165W,-0.033891278,5.126951905,0.827995614,0.886373425
YKR028W,0.021340851,7.432734712,0.828100776,0.886373425
YHR005C,0.026914979,6.061492565,0.828310109,0.886437134
YDR126W,0.055857451,4.61675904,0.829091911,0.887113352
YAR031W,-0.117865623,3.880131621,0.829827007,0.887739361
YMR188C,-0.059015677,5.237434407,0.829993018,0.887756451
YNL050C,0.054791044,4.875198594,0.830871756,0.888535728
YGL155W,-0.049001848,5.698347669,0.831244098,0.88877328
YNL029C,-0.046611289,5.445658349,0.832462325,0.88991501
YBR151W,-0.022623326,7.311098012,0.833649124,0.890956925
YDL246C,-0.24018108,3.355209549,0.833738126,0.890956925
YGR038W,0.035346285,5.510677492,0.834682695,0.891805255
YGR174W-A,0.22538793,1.524244562,0.835025573,0.892010528
YBL037W,0.035909881,5.911246281,0.836201387,0.893105344
YLR287C-A,0.023078378,9.051254867,0.836688373,0.893464194
YIL148W,-0.019492812,10.32465015,0.838059777,0.894767178
YDR108W,-0.0424859,5.263827515,0.838449475,0.895021747
YHR072W-A,-0.044639188,6.866925572,0.838852743,0.895290708
YER175C,0.054010762,4.974274556,0.839241946,0.895544562
YOL066C,0.028932512,5.574801615,0.840474057,0.896697619
YDR214W,0.026532712,7.085988274,0.840896255,0.896923084
YDR224C,0.030902192,9.574921091,0.841090999,0.896923084
YDL042C,0.042923055,5.109984823,0.841284003,0.896923084
YNR022C,-0.048481359,5.37115271,0.841291722,0.896923084
YDL081C,-0.025841947,9.741542473,0.841626346,0.897118193
YMR143W,-0.024088493,9.856002953,0.842392558,0.897772944
YNL099C,0.028476101,5.892150409,0.842544052,0.897772944
YLR333C,-0.02583758,8.594362873,0.843879675,0.899034217
YNL232W,-0.03322788,6.151837979,0.844120293,0.899108338
YMR108W,-0.017433275,8.578449011,0.844253156,0.899108338
YPL273W,-0.026391907,7.272175993,0.845270113,0.900029378
YPL032C,-0.024995995,7.18529425,0.845447812,0.900056622
YCL012C,0.05651586,4.338984021,0.846417361,0.9009267
YGL115W,0.022961532,6.705652469,0.847654748,0.902081501
YBR127C,-0.016646532,9.201215192,0.84855013,0.902871986
YPL152W,0.042767,4.737599554,0.849239985,0.903443544
YMR130W,0.026443602,5.337234762,0.850161263,0.904113944
YJL043W,-0.08444397,2.70952312,0.850275978,0.904113944
YDR454C,0.02006756,7.53038403,0.850328561,0.904113944
YDR121W,0.026563012,5.475734689,0.851185018,0.904861975
YHR068W,0.018767775,8.652940775,0.851667217,0.905211949
YPR203W,0.04282046,4.689127448,0.852514161,0.905949406
YPR166C,0.043819044,4.972435088,0.852890449,0.90618653
YBR286W,0.018172633,10.07893871,0.853991454,0.907193436
YLL007C,-0.058785589,4.75968081,0.854673943,0.907755469
YML003W,0.081317693,2.760745683,0.855917932,0.908446607
YOR184W,-0.022236129,7.707298611,0.855946743,0.908446607
YGR277C,-0.018277872,5.972138346,0.856061535,0.908446607
YGR088W,-0.029734262,5.718243112,0.85618983,0.908446607
YDR428C,-0.052515759,4.928200671,0.856414878,0.908446607
YER137C,0.099628663,2.838561913,0.856451336,0.908446607
YJL205C,-0.080449087,3.497693076,0.856506386,0.908446607
YLR433C,-0.051102494,5.597354539,0.856552919,0.908446607
YDR312W,-0.060674499,4.645440571,0.857136463,0.90890259
YLR040C,-0.036720365,4.456068598,0.86045323,0.912007649
YCR063W,-0.082449181,3.044421819,0.860504462,0.912007649
YPL266W,-0.028697203,6.361057541,0.860527076,0.912007649
YOR175C,0.020604411,7.20050769,0.861424431,0.912751153
YHR131C,-0.019133648,6.453651642,0.861537129,0.912751153
YNL095C,0.024660188,5.113722228,0.862555663,0.913596037
YDR495C,0.042425118,5.209880656,0.86264341,0.913596037
YNL096C,-0.02392431,8.045754344,0.86286976,0.913632593
YNL230C,-0.046479445,4.788741992,0.862986744,0.913632593
YBR282W,-0.032559856,4.968400816,0.863479354,0.913913639
YGL135W,-0.017513569,10.69656886,0.863561121,0.913913639
YBR288C,-0.045349294,5.677785317,0.864421673,0.914660772
YOL089C,0.026893102,5.351550503,0.865939143,0.916102613
YOR247W,0.017804619,9.556928969,0.866361963,0.916386081
YCL054W-A,-0.222127423,1.789550253,0.866776542,0.916660733
YPR032W,0.024418741,5.670487989,0.867095779,0.916834476
YOL068C,-0.026304166,6.673450205,0.867427625,0.917021486
YDR470C,-0.028445889,5.729303884,0.870888289,0.920515542
YDR540C,-0.065164229,3.153909793,0.871940535,0.921463144
YJL089W,0.173307359,1.866470575,0.87260175,0.921997242
YNL240C,0.016902942,5.929428172,0.873231885,0.922498316
YNL208W,-0.033002132,9.993654606,0.873661966,0.922506145
YDR303C,0.034576408,6.021943865,0.873688418,0.922506145
YPL132W,-0.051755204,4.902254036,0.87370702,0.922506145
YHL014C,0.033133452,4.991647898,0.874081492,0.922736876
YGL043W,0.022335219,6.292561564,0.874839742,0.923372592
YDR422C,-0.030373295,5.991599915,0.875132859,0.923517234
YGR166W,0.028662513,6.005214476,0.877401977,0.925746701
YOR302W,0.10784305,1.964742964,0.878625385,0.926872242
YLL033W,-0.094940779,3.107117517,0.87928344,0.92740109
YOL096C,-0.020919342,5.695224334,0.879594173,0.927556329
YOR283W,0.019830511,5.965674158,0.879744147,0.927556329
YPL066W,0.024179119,5.834163417,0.880279963,0.927861937
YHR143W-A,0.0247217,5.551163556,0.880347628,0.927861937
YER028C,-0.041575529,6.057005224,0.880695008,0.928062754
YIL093C,-0.022240462,5.731528858,0.880936531,0.928151968
YLR067C,-0.054873068,4.985166397,0.881616121,0.928462909
YGR213C,0.036635144,4.32713696,0.881630303,0.928462909
YJR161C,-0.052728802,4.971543328,0.881702397,0.928462909
YDL160C,0.027888218,6.586262536,0.882510868,0.929148898
YKL060C,0.012210083,13.96973643,0.882834677,0.929324458
YDR364C,-0.046134911,5.013421906,0.883530536,0.92989153
YNL019C,-0.114256975,3.854062506,0.884446377,0.930689883
YCR101C,0.138720748,2.030615272,0.884851569,0.930950699
YOR093C,0.024201953,5.657987784,0.885998602,0.931840559
YOR068C,0.079931969,2.783668648,0.886012335,0.931840559
YML081W,0.021058636,6.621787084,0.887029816,0.932744876
YGL103W,-0.012699325,11.00753775,0.887382297,0.932889404
YNR043W,-0.013299679,7.402077613,0.887482585,0.932889404
YGR070W,-0.016510607,6.444811464,0.888140031,0.933414665
YKR006C,-0.026803157,5.841209257,0.888873735,0.934019871
YNL299W,-0.069414304,4.042285753,0.890390351,0.935447392
YGL159W,0.02821907,5.048021202,0.891439056,0.936382903
YPL096C-A,-0.041628113,4.5350414,0.891889761,0.936690046
YPL087W,-0.01188756,6.9608536,0.892289873,0.936943953
YHR201C,-0.023503112,6.595151661,0.894154352,0.938735149
YNR069C,0.045017449,3.671201589,0.895500524,0.939822079
YNL085W,-0.020365305,6.887156158,0.895507332,0.939822079
YBL071W-A,-0.068493987,3.556415495,0.896407277,0.940439386
YDR472W,0.018599184,5.481859103,0.896413408,0.940439386
YPL193W,0.021624725,5.383313437,0.897061241,0.9409522
YHR120W,0.022989921,4.821423086,0.897966627,0.94173494
YNL201C,0.019301671,5.455738689,0.898712866,0.942350528
YOR073W,0.026621894,4.836779729,0.899244432,0.94274084
YHR031C,-0.042862116,4.993294395,0.899734016,0.943087011
YNL187W,-0.048947457,4.246560413,0.899905343,0.943099524
YNL236W,0.019015228,6.044676143,0.900931403,0.944007634
YKL173W,0.018796259,5.939642329,0.901501187,0.944437416
YBR042C,-0.032465537,5.851511527,0.902103342,0.944761244
YHR050W-A,0.100536868,2.219565166,0.902129631,0.944761244
YGR083C,-0.026027128,6.554305349,0.902878037,0.945377693
YGL238W,0.015947251,6.912455591,0.904698582,0.947116333
YBR182C,-0.069016434,3.530516771,0.904987348,0.947251042
YDR035W,0.017615506,8.312929518,0.906050618,0.947939585
YJR160C,-0.167980898,2.590014219,0.906117049,0.947939585
YDR065W,0.042163784,3.77773989,0.906125789,0.947939585
YDL179W,0.028974382,4.511768361,0.906892914,0.948574399
YHL015W,0.010809908,10.84885801,0.907951941,0.949514251
YGL212W,-0.039895032,4.672906841,0.908178489,0.94958334
YBR126C,-0.01300255,9.903519716,0.90966691,0.950971573
YBL069W,-0.021749193,5.572963637,0.910270389,0.951434357
YER132C,-0.023107275,5.524582846,0.912054443,0.95313072
YMR069W,-0.065991936,2.574575598,0.913986438,0.954981062
YOR370C,-0.015713441,7.733327127,0.914610117,0.955326218
YPL038W,0.034110011,4.561164937,0.914673505,0.955326218
YMR257C,0.027712341,4.828857431,0.914801141,0.955326218
YNL012W,-0.056588252,3.650467448,0.916470598,0.956900746
YOR080W,-0.0322859,5.389018272,0.918200963,0.958538302
YOR158W,0.015380061,5.92568467,0.919524332,0.95975048
YJL157C,-0.02132176,6.128166003,0.920017766,0.960047625
YBR084C-A,0.007884162,9.955735764,0.920252658,0.960047625
YDR534C,-0.009044789,6.637894565,0.920409449,0.960047625
YFR021W,-0.015763105,5.969577053,0.920499037,0.960047625
YNL035C,-0.019808161,5.498045352,0.920620285,0.960047625
YGL211W,-0.021473036,6.151128388,0.920847754,0.960115623
YJL019W,0.017958367,5.026149038,0.923889641,0.963117514
YPL173W,0.016874947,6.026879523,0.924285877,0.963360848
YBL014C,0.014465356,5.056478637,0.924729259,0.963653228
YLR185W,-0.011804397,9.191670664,0.926499588,0.965303741
YOL159C-A,-0.072388534,2.830946633,0.926639386,0.965303741
YFL001W,0.017856879,4.951156258,0.926985143,0.965493943
YIL045W,0.013955486,5.602747976,0.928238215,0.966550112
YGR060W,0.00771633,8.628121949,0.92853094,0.966550112
YPL104W,0.013494534,5.382819647,0.928648867,0.966550112
YJR056C,-0.047708373,4.703700862,0.928652592,0.966550112
YOR045W,-0.016448788,6.643517262,0.929059585,0.966640326
YPR031W,0.018870763,4.530000102,0.929066002,0.966640326
YJL113W,0.053030864,3.71562565,0.93012204,0.967568936
YGL257C,0.00686589,6.041611987,0.931557283,0.968891623
YMR047C,-0.014611795,7.526966108,0.932712445,0.96992259
YBL006C,-0.00870891,7.208877699,0.932910495,0.969958073
YBR041W,0.011107251,6.861930566,0.933568797,0.970471991
YPL207W,-0.015432945,7.360994789,0.934451697,0.971219163
YDR478W,0.034478136,3.171882209,0.934658418,0.97126341
YNR052C,0.012273293,6.854116623,0.936171602,0.972665034
YDR237W,-0.016324731,5.54647722,0.936562546,0.972900383
YDR533C,0.025688152,4.81713981,0.936804289,0.972980687
YNL184C,0.044779025,2.934053702,0.938587361,0.974661533
YDL045W-A,-0.020606242,5.445449824,0.939287322,0.975217245
YOR360C,0.009983395,5.630738195,0.940325252,0.976123599
YMR268C,-0.053274078,3.942649409,0.940747572,0.976390701
YBR289W,-0.012117788,6.042372756,0.941313061,0.976806275
YMR267W,-0.020208971,5.623982743,0.94305546,0.978442777
YOL094C,0.020161802,4.948918839,0.943388539,0.978616758
YDR325W,0.013895664,5.212855396,0.944133205,0.979120931
YLR267W,-0.00780818,5.031029732,0.944205515,0.979120931
YNL049C,-0.009415696,6.171024962,0.944556463,0.979257318
YPL110C,0.019483326,6.512902871,0.944723555,0.979257318
YNL164C,0.013126656,4.411016511,0.944833536,0.979257318
YOR192C-C,-0.031401147,4.53006925,0.9451814,0.979446295
YLR441C,-0.007736565,10.37603144,0.946541996,0.9806492
YPL160W,-0.007866415,8.429814356,0.946760149,0.9806492
YBR065C,0.018224669,3.440127142,0.946839425,0.9806492
YJL193W,-0.029482237,4.599611071,0.947672942,0.981340707
YOR187W,0.007725287,8.220210072,0.948925383,0.982465703
YLR051C,-0.029597821,5.183353671,0.949320507,0.982702841
YNL086W,-0.020048272,3.656944603,0.950057305,0.983293524
YOR276W,-0.008411568,7.647357575,0.95035983,0.983434613
YDL236W,0.007420707,7.485812231,0.950780537,0.983697925
YNL117W,-0.034437416,3.256747098,0.951411467,0.98417861
YFR036W,0.027274945,3.917787052,0.951907362,0.984381175
YOR201C,0.008442341,6.458349653,0.951940018,0.984381175
YLR024C,0.011125835,5.462956355,0.95311841,0.985339136
YOR159C,0.006173062,5.467094696,0.953199461,0.985339136
YLR034C,-0.014917968,6.226292565,0.954616798,0.986544949
YNL247W,0.00340287,8.018358786,0.954774667,0.986544949
YPR113W,0.005158851,8.149886365,0.954866136,0.986544949
YMR129W,-0.010400242,6.55727242,0.956219253,0.987770482
YER151C,0.006422066,6.603295059,0.95651626,0.987904819
YGL241W,-0.001662228,5.571176327,0.957315726,0.988557967
YML108W,-0.047560575,3.659098178,0.957857761,0.9889451
YGR285C,-0.005345743,9.584912247,0.959607537,0.99057882
YJR005W,0.004804375,6.448953961,0.961062262,0.991907449
YER093C,0.000826775,6.009164996,0.963921926,0.994685392
YDR012W,0.003988671,10.49912969,0.964230504,0.994830321
YKL095W,-0.019218147,4.446112508,0.964638549,0.995077805
YKL068W-A,-0.035239303,4.376361117,0.965069159,0.995248421
YML121W,0.006094858,5.69286662,0.965140348,0.995248421
YBR084W,0.001861811,7.72384485,0.965696708,0.99559703
YJL046W,-0.019296454,4.715859488,0.965814932,0.99559703
YMR209C,-0.015751889,5.70620031,0.968350934,0.998000725
YDR144C,-0.016279333,6.428889213,0.968484056,0.998000725
YDR210W-B,-0.051413591,4.398739707,0.968828268,0.998181588
YLR265C,-0.03407051,4.384345782,0.969719646,0.998922421
YGL064C,0.018482193,4.385465556,0.96988496,0.998922421
YPL081W,-0.016923205,6.027715439,0.970794584,0.999685269
YHR005C-A,0.004049501,7.332989743,0.972045784,1
YLR242C,0.006593192,4.34838817,0.972083304,1
YER123W,0.0024891,5.883833008,0.972216256,1
YLR343W,-0.017493051,4.971554635,0.973344597,1
YPL058C,-0.013910256,6.313367745,0.975022113,1
YPL170W,0.00014523,6.546638757,0.975392323,1
YLR203C,0.005115019,6.981245229,0.976966109,1
YBR094W,-0.014364259,5.617397734,0.977162645,1
YDR023W,0.002117609,8.806136698,0.978867173,1
YFL025C,-0.013081586,5.399750583,0.978981075,1
YDL190C,-0.007580793,6.963287905,0.980229735,1
YPR056W,0.009254872,5.323567167,0.980283379,1
YDL198C,0.001092952,6.776642739,0.98097537,1
YGR041W,0.006555957,6.006585749,0.981477774,1
YBR101C,-0.013067123,6.494988118,0.981781809,1
YDR138W,0.001516695,5.287029647,0.982109637,1
YGL122C,-0.002105745,8.095806161,0.982114,1
YOR021C,0.000708775,6.881104614,0.982547516,1
YFR032C-A,-0.003470182,9.79359431,0.983614162,1
YNL137C,0.002674204,6.130250345,0.985120472,1
YML006C,-0.011977937,6.084833161,0.986010694,1
YJL207C,-0.000549111,5.977041325,0.986262488,1
YKR025W,-0.011610242,6.325035246,0.987047704,1
YKL198C,0.00180176,6.967527835,0.991281703,1
YMR235C,-0.000765605,7.523216852,0.992075653,1
YLR337C,0.000174877,7.935961086,0.99251403,1
YNL037C,-0.000949753,8.632771021,0.994397333,1
YBR145W,0.004794019,7.651052932,0.995205022,1
YPR108W-A,-0.93833143,0.789504577,1,1
YLR406C-A,-1.360346912,0.678787313,1,1
YJL114W,-1.360202823,0.678775481,1,1
YDL114W,-0.032414602,0.988558894,1,1
YKL155C,-0.001847298,5.41714771,1,1
YPL152W-A,1.111163473,0.678524486,1,1
YJL136W-A,0.36529026,0.788830306,1,1
YML047C,0.365344109,0.788809171,1,1
YNL277W-A,0.368890999,0.789261048,1,1
YOR295W,0.016904169,3.889487537,1,1
YDL120W,-0.010280954,5.903609671,1,1
YHR214C-E,0.247656317,1.032790076,1,1
YER044C-A,-0.158298069,1.620098759,1,1
YMR175W-A,0.210556176,1.243522415,1,1
YBR063C,-0.012704437,4.500155466,1,1
YGR098C,-0.008031472,5.06430295,1,1
Q0055,-0.778315653,0.892691447,1,1
YBR200W-A,0.435825731,0.941934992,1,1
